Dataset,Reads,Reads_wo_S,Richness,Richness_wo_S,Rarefied.richness,H,J,Rarefied J,Simpson,Chao1,ACE
001,237384,237384,761,761,633.47242623037,3.87318885093074,0.583783404751555,0.60038116335095,0.934255765333173,820.613579428645,829.962264150943
002,262267,262267,900,900,735.560375385231,4.0572912372395,0.596450423476557,0.614682177941077,0.937862087434021,965.274130728926,987.068965517241
003,327228,327228,961,961,744.029394358495,4.02050562051029,0.58539903923624,0.608054544194942,0.932237290909431,1021.50612066784,1032.54166666667
004,326574,326574,904,904,718.805975674378,4.15742111586076,0.61077204903242,0.632058274812406,0.945133342505184,969.279651563209,1009.31914893617
005,233514,233514,707,707,598.987466321399,4.00180870487786,0.609935985466242,0.625747944314856,0.938538684997848,751.704448287211,765.90243902439
006,272451,272451,791,791,643.980365718703,3.96129838855793,0.593604302953531,0.612477054019777,0.928932758103696,844.162284902035,845.915254237288
007,236300,236300,726,726,610.984683530588,3.97580453268206,0.603533107716042,0.619759934143306,0.933769614753046,775.709917938281,807.078947368421
008,93381,93381,501,501,471.954889284801,3.93821024834229,0.633498436977538,0.639643466947063,0.954295692328644,553.571827710503,552.770833333333
009,73842,73842,328,328,320.127636151815,3.243808513641,0.559951820058955,0.562309947054905,0.910646483196542,371.420765027322,365.121212121212
010,81619,81619,358,358,344.634241847169,3.43899863425771,0.584810703759459,0.58861929600963,0.931555403077338,398.648523458574,402.2
011,88509,88509,339,339,322.561356291892,3.46864915948799,0.595374029446697,0.600497401565156,0.930885495483925,375.797229685869,376.6
012,83562,83562,343,343,330.117339882572,3.5493468779149,0.608001159018572,0.612014587580811,0.936103143701048,376.218142708926,371.666666666667
013,92446,92446,292,292,278.683250009834,3.33395979728426,0.587300403260768,0.592169607767344,0.921074475167714,320.862945977612,317.5
014,80920,80920,293,293,284.65640404761,3.62622933399084,0.63840125707348,0.641664809255066,0.942930220225684,314.256979177156,312.076923076923
015,197571,197571,584,584,514.997472800183,4.57841189661942,0.718757153205639,0.733230800451556,0.968795622318817,621.086481968297,631.903225806452
016,254623,254623,592,592,508.09753677667,4.57757128229547,0.717093526194581,0.734683230187813,0.969875906853024,639.548920218894,657.357142857143
017,224643,224643,1163,1163,919.914903379314,4.60591733805287,0.652510999602587,0.674930769072054,0.972828809128446,1271.65829457051,1277.80869565217
018,283679,283679,1230,1230,975.023382204716,4.53324018243804,0.637159111807743,0.658665539030164,0.963537210035132,1275.392606951,1262.65648854962
019,257081,257081,1098,1098,881.789774698862,4.55484468444227,0.650576330315336,0.671612473548193,0.962774342113854,1153.29812681412,1141.80530973451
020,283694,283694,1270,1270,993.853416509751,4.37128314134445,0.611644394361993,0.633373369607596,0.952242744529105,1331.02059878284,1326.0826446281
021,265877,265877,1105,1105,919.96738496168,4.71783707225155,0.673245713070252,0.691325212986943,0.967876201794075,1150.38658977821,1146.06741573034
022,265301,265301,1054,1054,850.732102321075,4.32099363335349,0.62080140267811,0.640517540261877,0.949592919948913,1105.94181199816,1106.81111111111
023,110525,110525,504,504,459.310659370616,3.50885131682453,0.563890447567317,0.572431925912376,0.945177305677633,544.468797941307,547.909090909091
024,121382,121382,456,456,417.911470990217,3.466892360744,0.566255031832202,0.574438687923199,0.936782323194514,480.774729227435,478.5
025,114477,114477,394,394,358.922392113004,3.34342636133431,0.559442779059818,0.568309708335923,0.936645152802923,424.418388483342,427.15
026,131420,131420,374,374,339.314258357593,3.34556363366403,0.564723021434035,0.574155778764229,0.937323544738864,392.677830518276,389.75
027,154580,154580,473,473,430.401337273941,3.49258461769973,0.567061296732878,0.575885729717236,0.913436875710829,490.990966918046,491
