Dataset,Reads,Reads_wo_S,Richness,Richness_wo_S,Rarefied.richness,H,J,Rarefied J,Simpson,Chao1,ACE
091,289384,289384,604,604,428.724299182477,3.90076290354227,0.609154010396301,0.643603791400971,0.933087426445875,652.680629384437,657.823529411765
092,88822,88822,367,367,286.096810106416,3.67531115945634,0.622368493925078,0.649769549644762,0.939296279593399,409.016595819675,418.206896551724
093,91581,91581,316,316,263.24910471945,3.51874026023418,0.611344311412679,0.631379265869276,0.933997258643628,332.654209289271,340.473684210526
094,216562,216562,815,815,620.613259159426,4.37678544829052,0.65294086550324,0.680607076042136,0.933246308001357,864.663758277712,877.125
095,228528,228528,907,907,649.509173914187,4.29187444116865,0.630218012707808,0.662713196189397,0.931806074224694,969.490572984031,977.263157894737
096,127423,127423,411,411,318.634498518319,3.74665682150712,0.622513715079301,0.650004820211937,0.943193610109317,451.549624546613,458.222222222222
097,82774,82774,433,433,353.508789936888,3.88302146995848,0.639629258244392,0.661738602246902,0.95108511329469,465.014328553391,468.416666666667
098,224783,224783,1049,1049,769.133090184485,5.21938651121375,0.750387034587575,0.785429516811637,0.985270265363382,1091.37401759128,1090.21126760563
099,230723,230723,1094,1094,795.550466816031,5.24354189376302,0.74933475818199,0.78507485799945,0.982792572966051,1168.88318743599,1203
100,114683,114683,405,405,321.723547682965,3.75586985767611,0.625573035551146,0.650514341319916,0.948407416272786,432.537392572265,431.90625
101,76636,76636,557,557,444.668513984558,4.09244032437723,0.647275301887482,0.671185737640646,0.962154489533487,617.012330675934,627.659574468085
102,257784,257784,1595,1595,1127.04024603354,5.55384924373465,0.753102187550483,0.790319119806198,0.98837697452612,1680.33683856332,1701.56666666667
103,201059,201059,1545,1545,1128.59859098654,5.61616639749807,0.764855683752232,0.799029815306385,0.988967385682308,1632.96431692404,1692.04225352113
104,102554,102554,887,887,695.993042186361,4.54832052077388,0.670068413852655,0.69489449817083,0.95510584187905,947.975411931361,950.780821917808
105,110535,110535,837,837,637.210994809726,4.11419420257156,0.611337556447048,0.637158116177092,0.925915107912965,904.629963036694,913.880597014925
106,308610,308610,1815,1815,1224.56290741498,5.6605560467992,0.754354501631629,0.796102105475305,0.990978747686974,1925.14723291168,1951.5
107,229962,229962,1573,1573,1127.08111517093,5.55368229353517,0.754500548406512,0.790291284633694,0.989789346096672,1644.5623412505,1663.31111111111
108,102800,102800,829,829,645.502736975888,4.31741227573973,0.642451017388255,0.667294068575938,0.941257902277097,879.306200044702,872.012048192771
109,87043,87043,805,805,636.144958299935,4.27724208787954,0.639268108637852,0.662580871286536,0.937392141202465,868.270443884211,882.692307692308
110,213264,213264,1522,1522,1074.25811804191,5.41200693316055,0.738560182688859,0.775427417136237,0.988576828928579,1596.47294207866,1605.13461538462
111,277371,277371,1555,1555,1045.55948266443,5.32199394607371,0.724156591768734,0.765500377251849,0.986094584480817,1640.49270360881,1655.71428571429
112,108871,108871,900,900,663.578448292301,4.37547888207195,0.643226251093617,0.673394357625032,0.954977824138073,988.420557069567,1007.78481012658
113,97672,97672,730,730,544.818931150141,3.87596232084761,0.587886567544892,0.615187830364626,0.922000727220461,815.138100265393,843.16393442623
